"LOC_ID","Date","n","Lower 95% CrI","Posterior median","Upper 95% CrI","Precision","Coefficient of variation"
"1",1985,29,0,0.620689655172414,0.827586206896552,15.8417743954868,0.483805848406235
"1",1985.25,29,0,0,0.0689655172413793,1792.59159689683,1.93488009897868
"1",1985.5,29,0,0.0344827586206897,0.137931034482759,677.002157133088,1.11344531995052
"1",1985.75,29,0,0.0344827586206897,0.137931034482759,690.398457087127,1.11371594467124
"1",1986,29,0,0,0.103448275862069,960.42868166098,1.40716100671529
"1",1986.25,29,0,0,0.103448275862069,937.861678186769,1.30794666973063
"1",1986.5,29,0,0,0.103448275862069,1339.62679320556,1.49778822953581
"1",1986.75,29,0,0,0.103448275862069,982.522593742983,1.39334494235091
"1",1987,29,0,0,0.103448275862069,987.540537331954,1.3753018011775
"1",1987.25,29,0,0,0.103448275862069,1359.74681126886,1.5390335002411
"1",1987.5,29,0,0,0.103448275862069,1029.88933236573,1.35277713957325
"1",1987.75,29,0,0,0.103448275862069,1181.59341470722,1.58880078552982
"1",1988,29,0,0,0.0698275862068958,1410.84634760707,1.71571688374448
"1",1988.25,30,0,0,0.133333333333333,811.732427135028,1.33795058751371
"1",1988.5,30,0,0.0666666666666667,0.166666666666667,392.662782983823,0.837824839496794
"1",1988.75,30,0,0.0666666666666667,0.233333333333333,277.541888266467,0.740141705357122
"1",1989,30,0,0.1,0.266666666666667,221.449056618646,0.596088487495834
"1",1989.25,30,0,0.0333333333333333,0.133333333333333,549.423017225155,1.09766364261439
"1",1989.5,30,0,0.0333333333333333,0.133333333333333,673.230999625605,1.10115867108225
"1",1989.75,30,0,0.0333333333333333,0.133333333333333,750.07570834227,1.23215953840276
"1",1990,30,0,0,0.1,1369.25176201123,1.45293237665982
"1",1990.25,30,0,0,0.0666666666666667,2042.85659105835,1.84887634525292
"1",1990.5,30,0,0,0.0666666666666667,2124.53243036961,1.86493691400263
"1",1990.75,30,0,0,0.0666666666666667,2483.87319566272,2.04049027048672
"1",1991,30,0,0,0.0666666666666667,2448.58942621143,2.00087814854894
"1",1991.25,30,0,0,0.0666666666666667,1852.4432430428,1.87877550724451
"1",1991.5,30,0,0,0.0666666666666667,1719.86036057577,1.74311710473187
"1",1991.75,30,0,0.0333333333333333,0.134166666666666,563.997500871937,1.34672780420021
"1",1992,30,0.0666666666666667,0.233333333333333,0.433333333333333,108.951391029705,0.397197317513737
"1",1992.25,30,0,0.0666666666666667,0.233333333333333,219.789299529474,0.91647139275789
"1",1992.5,30,0,0.0333333333333333,0.2,315.023697728608,1.18780388709922
"1",1992.75,30,0,0.0333333333333333,0.166666666666667,499.55439592311,1.36129718762817
"1",1993,30,0,0,0.133333333333333,760.402571041945,1.47017064421979
"1",1993.25,30,0,0,0.133333333333333,785.599698027756,1.4907202691467
"1",1993.5,30,0,0.0666666666666667,0.233333333333333,275.453567033313,0.776784714675996
"1",1993.75,30,0,0.0666666666666667,0.233333333333333,253.771144772897,0.713880212266582
"1",1994,30,0,0.0666666666666667,0.2,282.423318346772,0.77312024529227
"1",1994.25,30,0,0.0333333333333333,0.2,318.816333636986,1.02386428062325
"1",1994.5,30,0,0.0333333333333333,0.166666666666667,390.973559385719,0.968848347731296
"1",1994.75,30,0,0,0.133333333333333,727.441898096642,1.30093615737058
"1",1995,30,0,0,0.1,1322.23699381163,1.63695245801683
"1",1995.25,30,0,0,0.1,1195.61329203894,1.73870275312166
"1",1995.5,30,0,0.0333333333333333,0.166666666666667,491.472882624293,1.12863182287729
"1",1995.75,30,0,0.0333333333333333,0.166666666666667,481.697529739772,1.27271090053717
"1",1996,30,0,0.0333333333333333,0.166666666666667,406.261974132259,1.11406802408011
"1",1996.25,30,0,0.0333333333333333,0.2,257.983988981667,0.998810895948168
"1",1996.5,30,0,0.133333333333333,0.4,94.3860210848989,0.666220016704502
"1",1996.75,30,0,0.133333333333333,0.4,92.6039984822462,0.701191958416889
"1",1997,30,0,0.0666666666666667,0.3,132.194460389005,0.937228303772497
"1",1997.25,30,0,0.0333333333333333,0.233333333333333,243.155159278667,1.29904576603741
"1",1997.5,30,0,0.0333333333333333,0.166666666666667,404.033413756554,1.31729396866749
"1",1997.75,30,0,0.0333333333333333,0.266666666666667,199.090750262786,1.17272965946152
"1",1998,30,0,0,0.133333333333333,624.201610663708,1.39624091727863
"1",1998.25,30,0,0.0333333333333333,0.2,368.972949370559,1.12036934427297
"1",1998.5,30,0,0.05,0.233333333333333,267.29661183484,0.986002814646297
"1",1998.75,30,0,0.0666666666666667,0.266666666666667,171.696161766771,0.869871448602674
"1",1999,30,0,0.0666666666666667,0.233333333333333,189.82771725361,0.850553188155882
"1",1999.25,30,0,0.0333333333333333,0.233333333333333,196.4473423456,1.12712792854298
"1",1999.5,30,0,0.0333333333333333,0.166666666666667,518.522875907457,1.3254120350431
"1",1999.75,30,0,0.0333333333333333,0.2,295.669434272003,1.05610718331527
"1",2000,30,0,0.0666666666666667,0.266666666666667,197.744555206712,0.883388726212462
"1",2000.25,30,0,0.0666666666666667,0.233333333333333,228.303661390451,0.875430687251068
"1",2000.5,30,0,0.0333333333333333,0.2,333.341860597037,1.01868980491796
"1",2000.75,30,0,0.0333333333333333,0.2,351.774326069093,0.993489562562716
"1",2001,30,0,0.0333333333333333,0.2,287.950100178834,0.967133543440698
"1",2001.25,30,0,0.0666666666666667,0.2,284.682432329739,0.851550535710219
"1",2001.5,30,0,0.0666666666666667,0.2,277.227564023503,0.751997222566859
"1",2001.75,30,0,0.0666666666666667,0.233333333333333,236.652344519069,0.713291976382232
"1",2002,30,0,0.1,0.3,178.279699056095,0.615401393922432
"1",2002.25,31,0,0.0967741935483871,0.225806451612903,328.688626739926,0.583980415812111
"1",2002.5,31,0,0.0645161290322581,0.193548387096774,401.505164986823,0.827321896967946
"1",2002.75,31,0,0.0645161290322581,0.193548387096774,343.539009416877,0.852461278874199
"1",2003,31,0,0.032258064516129,0.193548387096774,328.65667043237,0.934414089977074
"1",2003.25,31,0,0.032258064516129,0.161290322580645,363.00885819068,1.14019493983439
"1",2003.5,31,0,0.032258064516129,0.225806451612903,258.550468751811,1.26090260996433
"1",2003.75,31,0,0.0967741935483871,0.387096774193548,89.2316546473726,0.818998069847976
"1",2004,31,0.032258064516129,0.354838709677419,0.580645161290323,52.164057555483,0.411757585333214
"1",2004.25,31,0,0.032258064516129,0.258870967741935,165.07203812184,1.62042986714378
"1",2004.5,31,0,0.032258064516129,0.161290322580645,383.206421320746,1.49255354744349
"1",2004.75,31,0,0,0.129032258064516,554.808841444378,1.45909466528243
"1",2005,31,0,0,0.129032258064516,761.184195920856,1.53080810363198
"1",2005.25,31,0,0,0.129032258064516,805.218779958584,1.51100690467813
"1",2005.5,31,0,0,0.0967741935483871,919.225392569913,1.59760979107681
"1",2005.75,31,0,0,0.129032258064516,867.165567699393,1.57121594789841
"1",2006,31,0,0,0.129032258064516,880.789926374464,1.50293680455594
"1",2006.25,31,0,0,0.129032258064516,702.604654566753,1.39228099997479
"1",2006.5,31,0,0.032258064516129,0.161290322580645,427.733563111974,1.2377441601019
"1",2006.75,31,0,0.0645161290322581,0.193548387096774,281.062925090405,0.932005006189651
"1",2007,31,0,0.129032258064516,0.290322580645161,181.074383843994,0.58529942308513
"1",2007.25,31,0,0.032258064516129,0.129032258064516,600.703545446064,1.2011665376665
"1",2007.5,31,0,0,0.0967741935483871,1121.70993058532,1.47622946907902
"1",2007.75,31,0,0,0.0967741935483871,1490.85722360864,1.62853369076879
"1",2008,31,0,0,0.0645161290322581,1717.90159686778,1.60500590828948
"1",2008.25,31,0,0,0.0967741935483871,1248.26290469379,1.53933734575956
"1",2008.5,31,0,0.032258064516129,0.129032258064516,694.354117786607,1.24887877104164
"1",2008.75,31,0,0.0645161290322581,0.161290322580645,404.401478532836,0.792566516538225
"1",2009,31,0,0.0967741935483871,0.193548387096774,363.651136363634,0.541873564859579
"1",2009.25,31,0,0.0645161290322581,0.161290322580645,510.39949897818,0.641798759393158
"1",2009.5,31,0,0.0645161290322581,0.161290322580645,518.796699938559,0.658449716126433
"1",2009.75,31,0,0.032258064516129,0.0967741935483871,902.889693932826,0.980682907854577
"1",2010,31,0,0.032258064516129,0.129032258064516,819.414381503841,0.960065366531842
"1",2010.25,31,0.0645161290322581,0.161290322580645,0.290322580645161,268.756179741313,0.373559962763892
"1",2010.5,31,0,0.0967741935483871,0.225806451612903,360.33658573936,0.517780660578791
"1",2010.75,31,0.032258064516129,0.129032258064516,0.258064516129032,312.370440674968,0.394243301400543
"1",2011,31,0.032258064516129,0.129032258064516,0.258064516129032,289.104282905957,0.424790423844089
"1",2011.25,31,0.032258064516129,0.0967741935483871,0.225806451612903,385.992033608894,0.471148025667016
"1",2011.5,31,0.032258064516129,0.129032258064516,0.258064516129032,332.755425339474,0.410387279521006
"1",2011.75,31,0,0.0967741935483871,0.225806451612903,351.564250883633,0.532301743820981
"1",2012,31,0,0.0645161290322581,0.161290322580645,590.046685547395,0.745443523532783
"1",2012.25,31,0,0.0967741935483871,0.225806451612903,329.273148762654,0.531707528909112
"1",2012.5,31,0.032258064516129,0.0967741935483871,0.193548387096774,476.514497612809,0.470704472124198
"1",2012.75,31,0,0.032258064516129,0.129032258064516,602.518802843772,0.881928492511571
"1",2013,31,0,0.032258064516129,0.0967741935483871,933.980931997267,1.00431815882694
"1",2013.25,25,0,0.04,0.12,771.032278699059,1.12965390348389
"1",2013.5,25,0,0.04,0.160999999999999,379.9713488671,0.871278050684266
"1",2013.75,25,0.2,0.32,0.48,156.156212484994,0.233715012902734
"1",2014,25,0.08,0.2,0.36,198.531999940222,0.342593279133679
"1",2014.25,25,0.08,0.16,0.28,374.919836959788,0.304656077768404
"2",1968,17,0.411764705882353,0.647058823529412,0.823529411764706,81.0126901950876,0.170387094364922
"2",1968.25,17,0,0,0.235294117647059,191.701570472045,1.41781051849433
"2",1968.5,18,0,0.0555555555555556,0.333333333333333,127.838212833823,1.26449300050752
"2",1968.75,18,0,0.0555555555555556,0.222222222222222,199.430806796552,1.27333390897945
"2",1969,18,0,0,0.166666666666667,420.273295280436,1.5623210774339
"2",1969.25,18,0,0,0.166666666666667,395.317394888707,1.47205632268539
"2",1969.5,18,0,0,0.222222222222222,293.244547122377,1.37402962773071
"2",1969.75,18,0,0.0555555555555556,0.222222222222222,252.65474982437,1.30163590190021
"2",1970,18,0,0,0.166666666666667,344.046658609618,1.380411306891
"2",1970.25,18,0,0,0.166666666666667,358.718889606797,1.50138361434075
"2",1970.5,18,0,0,0.168055555555554,317.578804531795,1.55154995037043
"2",1970.75,18,0,0.111111111111111,0.388888888888889,88.2576452684859,0.751079447952437
"2",1971,18,0,0,0.222222222222222,268.407867578949,1.40317914786502
"2",1971.25,18,0,0,0.166666666666667,309.148789244608,1.37046556687616
"2",1971.5,18,0,0,0.166666666666667,484.64938549627,1.67547846381017
"2",1971.75,18,0,0,0.166666666666667,525.707492009038,1.73684869683183
"2",1972,18,0,0.0555555555555556,0.277777777777778,178.231364438308,0.987028606682022
"2",1972.25,18,0,0,0.166666666666667,464.950851180273,1.5373372556881
"2",1972.5,18,0,0,0.166666666666667,394.077562455033,1.38011819481803
"2",1972.75,18,0,0,0.166666666666667,419.826842634324,1.47645575840111
"2",1973,18,0,0,0.166666666666667,512.633057702033,1.44283809998588
"2",1973.25,18,0,0,0.111111111111111,639.980702271239,1.69007886173867
"2",1973.5,18,0,0,0.111111111111111,514.281628599804,1.5118638974665
"2",1973.75,18,0,0.0555555555555556,0.222222222222222,265.308196721315,1.10508878431609
"2",1974,18,0,0.0555555555555556,0.222222222222222,257.654793395208,1.04900047938653
"2",1974.25,18,0,0.0555555555555556,0.166666666666667,289.524034423448,1.13871352808236
"2",1974.5,18,0,0.0555555555555556,0.166666666666667,297.462421562242,1.19411187681663
"2",1974.75,18,0,0.0555555555555556,0.166666666666667,384.186987237921,1.22772070987657
"2",1975,18,0,0,0.166666666666667,451.86518146448,1.37240692905733
"2",1975.25,18,0,0.0555555555555556,0.166666666666667,351.121023696189,1.11958430139796
"2",1975.5,18,0,0.0555555555555556,0.166666666666667,344.895340957038,1.239430240558
"2",1975.75,18,0,0,0.166666666666667,401.894769517308,1.23844955517026
"2",1976,18,0,0,0.111111111111111,708.512189195765,1.83262022776999
"2",1976.25,18,0,0,0.111111111111111,842.732875267847,1.82905952241951
"2",1976.5,18,0,0,0.111111111111111,1284.93846764589,2.39117876296734
"2",1976.75,18,0,0,0.111111111111111,1137.84521064178,2.18696123917393
"2",1977,18,0,0,0.0555555555555556,1609.75973661044,2.59325886786448
"2",1977.25,18,0,0,0.111111111111111,1382.02592611568,2.26256277000236
"2",1977.5,18,0,0,0.0555555555555556,1372.53205780582,2.16901841056159
"2",1977.75,18,0,0,0.111111111111111,864.798719671695,1.96813369698505
"2",1978,18,0,0,0.111111111111111,1131.67095547104,2.3468080713381
"2",1978.25,18,0,0,0.111111111111111,568.611778181044,1.75140791983286
"2",1978.5,19,0,0,0.157894736842105,407.439082807612,1.36024194790869
"2",1978.75,19,0,0,0.157894736842105,485.620142303898,1.54515145816579
"2",1979,19,0,0,0.157894736842105,426.910947909713,1.51744280474388
"2",1979.25,21,0,0.0476190476190476,0.238095238095238,223.135636142626,1.04913174605027
"2",1979.5,21,0,0,0.19047619047619,412.132182698382,1.37010571707822
"2",1979.75,21,0,0.0476190476190476,0.19047619047619,309.647695524591,1.17576174674827
"2",1980,21,0,0,0.142857142857143,398.918311022254,1.32088266672112
"2",1980.25,21,0,0,0.142857142857143,446.778604959647,1.50304385154213
"2",1980.5,21,0,0,0.142857142857143,450.301728191144,1.42596221381572
"2",1980.75,21,0,0.0476190476190476,0.19047619047619,279.685194731328,1.04467232175283
"2",1981,21,0,0.0476190476190476,0.142857142857143,385.913629992992,1.21476302335967
"2",1981.25,21,0,0,0.142857142857143,591.500451118124,1.50954382461817
"2",1981.5,21,0,0,0.142857142857143,568.480830374098,1.65557839454397
"2",1981.75,21,0,0,0.0952380952380952,947.919804459893,1.73116026184216
"2",1982,21,0,0,0.0952380952380952,1384.63931911896,2.10579539063063
"2",1982.25,21,0,0,0.0952380952380952,1247.8445345781,2.06417524969095
"2",1982.5,21,0,0,0.142857142857143,523.369071307651,1.44557804046805
"2",1982.75,21,0,0.0476190476190476,0.19047619047619,308.533935238262,1.23634976725362
"2",1983,21,0,0.0476190476190476,0.19047619047619,271.891090263775,1.16520313566265
"2",1983.25,21,0,0.0476190476190476,0.238095238095238,239.632717533436,1.11377880735268
"2",1983.5,21,0,0.0476190476190476,0.238095238095238,183.20602116089,0.935196854170228
"2",1983.75,21,0,0.0476190476190476,0.285714285714286,170.398954768522,0.997977601254359
"2",1984,21,0,0.0476190476190476,0.238095238095238,226.141192787654,1.35710696905576
"2",1984.25,21,0,0,0.19047619047619,415.3900985394,1.57789479415999
"2",1984.5,21,0,0,0.19047619047619,379.15193221103,1.58833784430049
"2",1984.75,21,0,0.0476190476190476,0.619047619047619,28.383607360066,1.58940223243848
"2",1985,21,0,0.476190476190476,0.666666666666667,22.9005157565897,0.516696522827561
"2",1985.25,21,0,0,0.0476190476190476,2122.15317919076,2.53255231508375
"2",1985.5,21,0,0,0.0952380952380952,867.626409334839,1.63894227026774
"2",1985.75,21,0,0,0.0952380952380952,831.596432447734,1.50148586244172
"2",1986,21,0,0,0.0952380952380952,1089.43819224464,1.80236726590432
"2",1986.25,22,0,0.0454545454545455,0.136363636363636,679.190897597981,0.927652586951483
"2",1986.5,22,0,0,0.0909090909090909,1031.76273016511,1.47928472164623
"2",1986.75,23,0,0.0434782608695652,0.130434782608696,690.834340991533,1.15902799346596
"2",1987,23,0,0,0.130434782608696,740.737470197172,1.2631925663168
"2",1987.25,23,0,0,0.0869565217391304,946.539523104184,1.38185092793566
"2",1987.5,24,0,0.0416666666666667,0.125,574.978391746401,1.22808342837007
"2",1987.75,24,0,0,0.0833333333333333,918.446208335257,1.41668263652838
"2",1988,24,0,0,0.125,905.507883129197,1.52497749672912
"2",1988.25,24,0,0,0.125,612.169472592368,1.3758981617669
"2",1988.5,24,0,0.0416666666666667,0.208333333333333,296.610462170345,0.929643369395408
"2",1988.75,24,0,0.0833333333333333,0.25,224.564470808619,0.785073921566224
"2",1989,24,0,0.125,0.291666666666667,155.787617864635,0.655367142660496
"2",1989.25,24,0,0.0416666666666667,0.166666666666667,406.246933330694,1.10151521400666
"2",1989.5,24,0,0.0416666666666667,0.166666666666667,405.799717912552,1.08308536152356
"2",1989.75,24,0,0.0416666666666667,0.125,557.762992602249,1.20404840657917
"2",1990,25,0,0,0.12,1007.91643192338,1.50565703284404
"2",1990.25,25,0,0,0.08,1339.58454910578,1.9404938932157
"2",1990.5,25,0,0,0.08,1586.64511751657,2.03114828023371
"2",1990.75,25,0,0,0.08,2136.04671848484,2.29204232005489
"2",1991,25,0,0,0.08,2161.03542800187,2.37958173171149
"2",1991.25,25,0,0,0.08,2058.985503423,2.07124621397394
"2",1991.5,25,0,0,0.08,1144.58372440898,2.03008789674478
"2",1991.75,25,0,0,0.16,531.912174750876,1.47079639049442
"2",1992,25,0.08,0.28,0.48,84.7406329282121,0.412920376921012
"2",1992.25,25,0,0.08,0.28,177.211916928447,0.951363310196146
"2",1992.5,25,0,0.04,0.2,309.744391115079,1.27398236353314
"2",1992.75,25,0,0,0.12,561.690356243248,1.55125292082843
"2",1993,26,0,0,0.153846153846154,584.680411175112,1.56515494995481
"2",1993.25,26,0,0,0.115384615384615,670.563002680961,1.49857592466262
"2",1993.5,26,0,0.0769230769230769,0.230769230769231,211.715180000102,0.824210363650383
"2",1993.75,26,0,0.0769230769230769,0.269230769230769,220.16177223765,0.715506538122296
"2",1994,26,0,0.0769230769230769,0.269230769230769,211.996976333025,0.741569794735651
"2",1994.25,26,0,0.0384615384615385,0.230769230769231,231.237647561562,0.959480995371063
"2",1994.5,26,0,0.0384615384615385,0.230769230769231,235.170228569816,0.958416638029224
"2",1994.75,26,0,0.0384615384615385,0.153846153846154,391.374421261082,1.24102682416143
"2",1995,26,0,0,0.115384615384615,603.183279742758,1.47033469194214
"2",1995.25,26,0,0,0.115384615384615,742.848971510277,1.51419753662441
"2",1995.5,26,0,0.0384615384615385,0.192307692307692,346.706889328811,1.09431269595978
"2",1995.75,26,0,0.0384615384615385,0.153846153846154,385.661640622726,1.21574431102689
"2",1996,26,0,0.0384615384615385,0.154807692307691,383.111254322823,1.0996233635264
"2",1996.25,26,0,0.0384615384615385,0.230769230769231,247.445390270495,1.03045563904605
"2",1996.5,26,0,0.115384615384615,0.384615384615385,109.030497747784,0.709401715128326
"2",1996.75,26,0,0.115384615384615,0.346153846153846,110.243030473694,0.753810881858971
"2",1997,26,0,0.0384615384615385,0.269230769230769,170.698829264521,1.06818191745984
"2",1997.25,26,0,0.0384615384615385,0.153846153846154,367.247654685276,1.37182129716493
"2",1997.5,26,0,0,0.153846153846154,472.096409664178,1.51663472693962
"2",1997.75,26,0,0.0384615384615385,0.192307692307692,261.113961580146,1.24632715853215
"2",1998,26,0,0,0.115384615384615,750.19412374375,1.58474611793341
"2",1998.25,26,0,0.0384615384615385,0.153846153846154,372.983747367584,1.28337302231245
"2",1998.5,27,0,0.0740740740740741,0.222222222222222,267.010449129235,0.768530620257722
"2",1998.75,27,0,0.0740740740740741,0.259259259259259,191.953397984554,0.779829402692607
"2",1999,27,0,0.0740740740740741,0.259259259259259,173.569815238384,0.860730650029417
"2",1999.25,27,0,0.037037037037037,0.259259259259259,178.71575725689,1.10728013180105
"2",1999.5,27,0,0.037037037037037,0.185185185185185,376.827814446176,1.31463932943156
"2",1999.75,28,0,0.0357142857142857,0.215178571428571,226.59877329013,1.00003755563943
"2",2000,28,0,0.0714285714285714,0.285714285714286,162.728463435876,0.820238519404845
"2",2000.25,28,0,0.0714285714285714,0.25,170.976352829304,0.86835425104041
"2",2000.5,28,0,0.0357142857142857,0.214285714285714,276.300193039299,0.99791831841843
"2",2000.75,28,0,0.0357142857142857,0.214285714285714,297.473200612559,0.98270703538423
"2",2001,28,0,0.0357142857142857,0.178571428571429,303.081523859059,0.909695485746349
"2",2001.25,28,0,0.0714285714285714,0.214285714285714,309.828711578779,0.799363151231586
"2",2001.5,28,0,0.0714285714285714,0.214285714285714,264.123150636149,0.754325339982729
"2",2001.75,28,0,0.0714285714285714,0.214285714285714,272.162059604777,0.725938338473438
"2",2002,28,0,0.107142857142857,0.25,207.397521448998,0.600082884664358
"2",2002.25,28,0,0.0357142857142857,0.178571428571429,355.738205284727,0.896463153882462
"2",2002.5,28,0,0.0357142857142857,0.142857142857143,493.601960250471,0.975454642036161
"2",2002.75,28,0,0.0357142857142857,0.142857142857143,508.756579370449,1.01171560626908
"2",2003,28,0,0.0357142857142857,0.178571428571429,482.708635328228,1.14196108005854
"2",2003.25,28,0,0,0.142857142857143,615.465373314725,1.46386774373669
"2",2003.5,28,0,0,0.142857142857143,655.810950780867,1.51227370875877
"2",2003.75,28,0,0.0357142857142857,0.285714285714286,149.10450599766,1.09140664798778
"2",2004,28,0,0.25,0.464285714285714,71.0042949830945,0.466960109498651
"2",2004.25,28,0,0,0.214285714285714,271.017342748614,1.75886706128381
"2",2004.5,28,0,0,0.107142857142857,834.234441504653,1.8154016106197
"2",2004.75,28,0,0,0.107142857142857,1080.84804541897,1.83947851457086
"2",2005,28,0,0,0.0714285714285714,1637.37623762378,1.76521546086426
"2",2005.25,28,0,0,0.0714285714285714,1628.45665715783,1.91673184710308
"2",2005.5,28,0,0,0.0714285714285714,1951.87208421386,1.78025558523405
"2",2005.75,28,0,0,0.0714285714285714,1581.51650441915,1.93961056955725
"2",2006,28,0,0,0.0714285714285714,1530.31951996777,1.79388284494972
"2",2006.25,28,0,0,0.0714285714285714,1209.83355860204,1.69473425697485
"2",2006.5,28,0,0,0.142857142857143,642.33887932527,1.39668813248426
"2",2006.75,28,0,0.0357142857142857,0.178571428571429,357.180285254988,1.01129222138156
"2",2007,28,0,0.107142857142857,0.25,232.063724961512,0.636880680679501
"2",2007.25,28,0,0,0.108035714285713,655.014033338799,1.32450219301771
"2",2007.5,28,0,0,0.107142857142857,1172.69146057892,1.67208091877058
"2",2007.75,28,0,0,0.0714285714285714,1735.23957647905,1.81177557104889
"2",2008,28,0,0,0.0714285714285714,1869.36213377885,1.82424413076659
"2",2008.25,28,0,0,0.0714285714285714,1551.93383412163,1.66453739225631
