"Date","Birth cohort","Lower 95% CrI","Posterior median","Upper 95% CrI","Precision","Coefficient of variation"
1970.75,"(1968,1978]",0.0526315789473684,0.276315789473684,0.500328947368421,66.8802300164068,0.122278786738231
1970.75,"[-1968]",0.0166163141993958,0.120090634441088,0.265861027190332,232.155477618659,0.0656312283306196
1971,"(1968,1978]",0,0.0512820512820513,0.256410256410256,193.13562111644,0.0719562976664491
1971,"[-1968]",0,0.027190332326284,0.128436555891239,832.500508150451,0.0346583390831028
1971.25,"(1968,1978]",0,0.0795454545454545,0.250284090909091,201.230069134651,0.070494228481953
1971.25,"[-1968]",0.00151057401812689,0.0332326283987915,0.122394259818731,969.827114684489,0.0321109266828181
1971.5,"(1968,1978]",0,0.0416666666666667,0.198177083333333,318.495594507925,0.0560335689975625
1971.5,"[-1968]",0,0.0196374622356495,0.0921827794561933,1716.82717443342,0.0241344113478983
1971.75,"(1968,1978]",0,0.0480769230769231,0.192307692307692,315.767509762764,0.0562751004557966
1971.75,"[-1968]",0,0.0196374622356495,0.0891238670694864,1610.44442094082,0.0249188002852249
1972,"(1968,1978]",0.0174778761061947,0.176991150442478,0.380530973451327,112.376270733601,0.0943327927724299
1972,"[-1968]",0.00453172205438067,0.0732628398791541,0.193353474320242,444.94730665955,0.0474073531968697
1972.25,"(1968,1978]",0,0.0603448275862069,0.206896551724138,332.475927077985,0.0548428350508407
1972.25,"[-1968]",0,0.0241691842900302,0.0921450151057402,1649.48331537538,0.0246221536153496
1972.5,"(1968,1978]",0,0.0806451612903226,0.233870967741935,257.385736392652,0.0623315263827217
1972.5,"[-1968]",0.00151057401812689,0.0302114803625378,0.101208459214502,1386.12031389571,0.0268595996980505
1972.75,"(1968,1978]",0,0.075187969924812,0.203195488721804,317.74946854635,0.0560993182598768
1972.75,"[-1968]",0,0.0287009063444109,0.0906344410876133,1714.78604295003,0.0241487708234164
1973,"(1968,1978]",0,0.0642857142857143,0.185714285714286,389.251595401948,0.050685624213278
1973,"[-1968]",0.00151057401812689,0.0256797583081571,0.0770392749244713,2102.55877943237,0.0218085066021887
1973.25,"(1968,1978]",0,0.0482758620689655,0.158620689655172,514.406157011131,0.0440906925946722
1973.25,"[-1968]",0,0.0181268882175227,0.0725075528700906,2829.69419816709,0.0187988052103461
1973.5,"(1968,1978]",0,0.0588235294117647,0.189542483660131,389.244205226529,0.0506861053686443
1973.5,"[-1968]",0,0.0241691842900302,0.0800981873111782,2294.10908148239,0.0208781958851657
1973.75,"(1968,1978]",0.0186335403726708,0.127329192546584,0.273447204968944,233.57239275285,0.065431856862342
1973.75,"[-1968]",0.00755287009063444,0.0498489425981873,0.119335347432024,1164.99704933384,0.0292979738678536
1974,"(1968,1978]",0.0180722891566265,0.120481927710843,0.240963855421687,287.883367704206,0.0589375003628803
1974,"[-1968]",0.00906344410876133,0.0513595166163142,0.11333081570997,1278.79966489697,0.0279639645629797
1974.25,"(1968,1978]",0.0115606936416185,0.104046242774566,0.242774566473988,283.36548652205,0.0594054819524498
1974.25,"[-1968]",0.00453172205438067,0.0453172205438066,0.105740181268882,1327.18177812713,0.0274495225502693
1974.5,"(1968,1978]",0.00564971751412429,0.096045197740113,0.23728813559322,271.820149364562,0.0606539622471187
1974.5,"[-1968]",0.00302114803625378,0.0392749244712991,0.104229607250755,1376.99888039951,0.0269484137373207
1974.75,"(1968,1978]",0,0.0883977900552486,0.215469613259669,306.545000810941,0.0571153550686176
1974.75,"[-1968]",0.00151057401812689,0.0362537764350453,0.0921450151057402,1769.48839811869,0.0237725702944911
1975,"(1968,1978]",0.0054945054945055,0.0769230769230769,0.197802197802198,356.369216562888,0.0529724315977208
1975,"[-1968]",0.00151057401812689,0.0302114803625378,0.0770392749244713,2398.27858668857,0.0204197389222946
1975.25,"(1968,1978]",0.0158730158730159,0.105820105820106,0.232804232804233,322.588707811134,0.0556769478318591
1975.25,"[-1968]",0.00453172205438067,0.0377643504531722,0.0891238670694864,2096.51478202585,0.0218399196159927
1975.5,"(1968,1978]",0.0205128205128205,0.0871794871794872,0.2,439.358347401765,0.0477079284221924
1975.5,"[-1968]",0.00604229607250755,0.0317220543806647,0.0755664652567976,2845.76247520725,0.0187456574135789
1975.75,"(1968,1978]",0.0099502487562189,0.0746268656716418,0.164179104477612,612.158646233369,0.0404173658987244
1975.75,"[-1968]",0.00302114803625378,0.0256797583081571,0.0664652567975831,3838.31171071918,0.016140979260001
1976,"(1968,1978]",0,0.0295566502463054,0.108374384236453,1058.9255935343,0.0307303337850725
1976,"[-1968]",0,0.0105740181268882,0.0392749244712991,8514.50017040446,0.0108372831560996
1976.25,"(1968,1978]",0,0.029126213592233,0.0970873786407767,1329.52704710901,0.0274253015579804
1976.25,"[-1968]",0,0.00906344410876133,0.0362915407854985,10890.4089767431,0.00958247964171683
1976.5,"(1968,1978]",0,0.0144927536231884,0.0676328502415459,2619.73151610474,0.0195376177111938
1976.5,"[-1968]",0,0.00453172205438067,0.0256797583081571,21059.9457364776,0.0068908274658015
1976.75,"(1968,1978]",0,0.0144230769230769,0.0673076923076923,3010.98817806688,0.0182240741930504
1976.75,"[-1968]",0,0.00453172205438067,0.0226586102719033,23445.3234986368,0.00653088272552411
1977,"(1968,1978]",0,0.00952380952380952,0.0523809523809524,4676.44204068945,0.0146231933366688
1977,"[-1968]",0,0.00302114803625378,0.0181268882175227,41128.2980295031,0.00493093901224502
1977.25,"(1968,1978]",0,0.014218009478673,0.0616113744075829,3628.25569545821,0.0166016424863856
1977.25,"[-1968]",0,0.00453172205438067,0.0211480362537764,29707.1251175325,0.00580189262802097
1977.5,"(1968,1978]",0,0.014018691588785,0.0654205607476635,2887.12143853861,0.0186109042256378
1977.5,"[-1968]",0,0.00453172205438067,0.0242069486404833,19558.7166576961,0.00715039152206557
1977.75,"(1968,1978]",0,0.0229357798165138,0.0872706422018348,1724.18527288311,0.0240828585230119
1977.75,"[-1968]",0,0.00755287009063444,0.0332326283987915,11162.7394593495,0.0094648689653726
1978,"(1968,1978]",0,0.0136986301369863,0.068607305936073,2664.20738462994,0.0193738523730289
1978,"[-1968]",0,0.00604229607250755,0.0302114803625378,14223.6389938438,0.00838483729088499
1978.25,"(1978,1988]",0,0.333333333333333,1,10.1888062517636,0.313284095833925
1978.25,"(1968,1978]",0,0.0228310502283105,0.091324200913242,1462.33133325181,0.0261503259902621
1978.25,"[-1968]",0,0.0105740181268882,0.0438444108761329,6882.75664330958,0.0120536559973956
1978.5,"(1978,1988]",0,0.166666666666667,0.666666666666667,24.4375271375195,0.202288582650307
1978.5,"(1968,1978]",0,0.0273972602739726,0.105022831050228,1200.10885206111,0.0288662042617407
