"x_coord","y_coord","inf_times"
-19.2686096848886,-6.48357798648304,1968
-18.3664005357632,-5.30402255047476,1969
-17.464191386638,-4.12446711446678,1970
-16.5619822375129,-2.98802408444294,1971
-15.6597730883875,-2.11480497842426,1972
-14.7575639392624,-1.48001038837361,1973
-13.8553547901372,-0.94905933648368,1974
-12.953145641012,-0.387287224710453,1975
-12.0509364918867,0.339970544990284,1976
-11.1487273427615,1.35141157780703,1977
-10.2465181936363,2.4250645149047,1978
-9.34430904451096,3.11613653836314,1979
-8.44209989538581,3.19533695876138,1980
-7.53989074626065,2.81718041982568,1981
-6.63768159713527,2.18002334387941,1982
-5.73547244801011,1.48222215324651,1983
-4.83326329888496,0.922133270250405,1984
-3.93105414975958,0.696357673474532,1985
-3.02884500063442,0.819985678517321,1986
-2.12663585150926,0.971092085330577,1987
-1.22442670238411,0.791110398994848,1988
-0.322217553258724,-0.0632757496855263,1989
0.579991595866431,-1.29457402967496,1990
1.48220074499159,-1.79233097128427,1991
2.38440989411697,-1.42497515263257,1992
3.28661904324213,-0.607104924240182,1993
4.18882819236728,0.497749411477891,1994
5.09103734149267,1.72911744382472,1995
5.99324649061782,2.92652876210239,1996
6.89545563974298,3.92951295561396,1997
7.79766478886836,4.5775996136623,1998
8.69987393799352,4.7103183255498,1999
9.60208308711867,4.16719868057942,2000
10.5042922362438,2.81835364890871,2001
11.4065013853692,0.929254754638979,2002
12.3087105344944,-0.891504582618008,2003
13.2109196836195,-1.98374091707552,2004
14.1131288327449,-2.30776874375966,2005
15.0153379818701,-2.06139946089823,2006
15.9175471309952,-1.44280731419499,2007
16.8197562801206,-0.61889834196755,2008
17.7219654292458,0.336706784363931,2009
18.6241745783709,1.36770720348505,2010
19.5263837274963,2.42051014610724,2011
20.4285928766215,3.47367910797933,2012
21.3308020257466,4.52684806985142,2013
22.2330111748718,5.58001703172352,2014
23.1352203239971,6.63318599359587,2015
