"x_coord","y_coord","inf_times"
-28.9953355667217,8.72635513972437,7872
-28.765439112052,8.47532160911849,7873
-28.5355426573824,8.22428807851261,7874
-28.3056462027128,7.97325454790673,7875
-28.0757497480433,7.7222210173011,7876
-27.8458532933737,7.47118748669522,7877
-27.6159568387041,7.22015395608935,7878
-27.3860603840344,6.96912042548347,7879
-27.156163929365,6.71808689487784,7880
-26.9262674746954,6.46705336427196,7881
-26.6963710200257,6.21601983366608,7882
-26.4664745653561,5.9649863030602,7883
-26.2365781106867,5.71395277245457,7884
-26.006681656017,5.4629192418487,7885
-25.7767852013474,5.21188571124282,7886
-25.5468887466777,4.96085218063694,7887
-25.3169922920081,4.70981865003106,7888
-25.0870958373387,4.45878511942543,7889
-24.857199382669,4.20775158881956,7890
-24.6273029279994,3.95671805821368,7891
-24.3974064733297,3.70572687028407,7892
-24.1675100186603,3.45594854649754,7893
-23.9376135639907,3.20971858084094,7894
-23.707717109321,2.96942000990088,7895
-23.4778206546514,2.73743587026373,7896
-23.247924199982,2.51576081804178,7897
-23.0180277453123,2.30413603960904,7898
-22.7881312906427,2.10149198184621,7899
-22.5582348359731,1.90675802279326,7900
-22.3283383813036,1.71886354049033,7901
-22.098441926634,1.53673791297702,7902
-21.8685454719644,1.35931051829348,7903
-21.6386490172947,1.18551073447967,7904
-21.4087525626251,1.01426793957555,7905
-21.1788561079557,0.844511511621248,7906
-20.948959653286,0.675170828656398,7907
-20.7190631986164,0.505175268721128,7908
-20.4891667439467,0.3334542098554,7909
-20.2592702892773,0.158937030099352,7910
-20.0293738346077,-0.0194468925073983,7911
-19.799477379938,-0.202768179924718,7912
-19.5695809252684,-0.392097454112645,7913
-19.339684470599,-0.588505337031017,7914
-19.1097880159293,-0.79306245064026,7915
-18.8798915612597,-1.00683941633325,7916
-18.64999510659,-1.22988061213521,7917
-18.4200986519204,-1.45822606623365,7918
-18.190202197251,-1.68693926161202,7919
-17.9603057425813,-1.91108368125441,7920
-17.7304092879117,-2.12572280814426,7921
-17.5005128332421,-2.32592012526522,7922
