"x_coord","y_coord","inf_times"
-19.2686096848886,-6.48357798648304,7872
-19.2686096848886,-6.48357798648304,7873
-19.2686096848886,-6.48357798648304,7874
-19.2686096848886,-6.48357798648304,7875
-19.2686096848886,-6.48357798648304,7876
-19.2686096848886,-6.48357798648304,7877
-19.2686096848886,-6.48357798648304,7878
-19.2686096848886,-6.48357798648304,7879
-19.2686096848886,-6.48357798648304,7880
-19.2686096848886,-6.48357798648304,7881
-19.2686096848886,-6.48357798648304,7882
-19.2686096848886,-6.48357798648304,7883
-19.2686096848886,-6.48357798648304,7884
-19.2686096848886,-6.48357798648304,7885
-19.2686096848886,-6.48357798648304,7886
-19.2686096848886,-6.48357798648304,7887
-15.6597730883875,-2.11480497842426,7888
-15.6597730883875,-2.11480497842426,7889
-15.6597730883875,-2.11480497842426,7890
-15.6597730883875,-2.11480497842426,7891
-15.6597730883875,-2.11480497842426,7892
-15.6597730883875,-2.11480497842426,7893
-15.6597730883875,-2.11480497842426,7894
-15.6597730883875,-2.11480497842426,7895
-13.8553547901372,-0.94905933648368,7896
-13.8553547901372,-0.94905933648368,7897
-13.8553547901372,-0.94905933648368,7898
-13.8553547901372,-0.94905933648368,7899
-13.8553547901372,-0.94905933648368,7900
-13.8553547901372,-0.94905933648368,7901
-13.8553547901372,-0.94905933648368,7902
-13.8553547901372,-0.94905933648368,7903
-13.8553547901372,-0.94905933648368,7904
-13.8553547901372,-0.94905933648368,7905
-13.8553547901372,-0.94905933648368,7906
-13.8553547901372,-0.94905933648368,7907
-11.1487273427615,1.35141157780703,7908
-11.1487273427615,1.35141157780703,7909
-11.1487273427615,1.35141157780703,7910
-11.1487273427615,1.35141157780703,7911
-10.2465181936363,2.4250645149047,7912
-10.2465181936363,2.4250645149047,7913
-10.2465181936363,2.4250645149047,7914
-10.2465181936363,2.4250645149047,7915
-10.2465181936363,2.4250645149047,7916
-10.2465181936363,2.4250645149047,7917
-10.2465181936363,2.4250645149047,7918
-10.2465181936363,2.4250645149047,7919
-10.2465181936363,2.4250645149047,7920
-10.2465181936363,2.4250645149047,7921
-10.2465181936363,2.4250645149047,7922
-10.2465181936363,2.4250645149047,7923
-10.2465181936363,2.4250645149047,7924
-10.2465181936363,2.4250645149047,7925
-10.2465181936363,2.4250645149047,7926
-10.2465181936363,2.4250645149047,7927
